Address Number,Alpha Name,Or Ty,Contract Number,Fund ,Fund,Cst Ctr / Job,Cost Center / Job,Obj Acct,Obj Account Description,2nd Item Number,2nd Item Number,Extended Price,Amount Received,Amount Open
169594,"WESTERN PARTNERS, LTD.",OS,42275,11101,GENERAL FUND,      121000,FINANCE - BPFAS,54501,LAND & BUILDINGS,561800,RENT-OFFICE,"102,664.80","102,664.80",0.00
318905,"JEFF ZELL CONSULTANTS, INC.",OS,48606,40012,Project Fund-2012 Bond,  4026735912,CONSTRUCTION MANAGEMENT/INSPEC,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","19,712.32","19,712.32",0.00
208474,"GROUND TECHNOLOGY, INC.",OS,46464,28004,ARAD-PARKS,  4024500011,PARK RECONSTRUCTION PROG- EC,54201,MAINTENANCE,525100,MAINTENANCE,"1,884.79","1,884.79",0.00
208474,"GROUND TECHNOLOGY, INC.",OS,46464,28004,ARAD-PARKS,  4024500011,PARK RECONSTRUCTION PROG- EC,54201,MAINTENANCE,525100,MAINTENANCE,"50,000.00","50,000.00",0.00
320459,SOF SURFACES INC,OS,495040,40012,Project Fund-2012 Bond,  4026746212,MANCHESTER FIELD,53701,REPAIRS,5083,03F.CDBG,"1,428.21","1,428.21",0.00
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,49483,40012,Project Fund-2012 Bond,  4424573303,LINCOLN PLACE REC. CENTER,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,680.00","2,680.00",0.00
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,49483,40012,Project Fund-2012 Bond,  4424573303,LINCOLN PLACE REC. CENTER,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","45,022.00","45,022.00",0.00
7370,POWELL MECHANICAL,OS,49686,40012,Project Fund-2012 Bond,  0229500001,EECBG STIMULUS DOE,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","4,609.47","4,609.47",0.00
7370,POWELL MECHANICAL,OS,49686,40012,Project Fund-2012 Bond,  0229500001,EECBG STIMULUS DOE,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,910.15","2,910.15",0.00
7370,POWELL MECHANICAL,OS,49686,40012,Project Fund-2012 Bond,  0229500001,EECBG STIMULUS DOE,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","4,444.56","4,444.56",0.00
305304,"MICHAEL BAKER, JR., INC.",OS,50115,40001,CAP PROJ - PROJ FUND,  4423304106,PENN AVENUE RECONSTRUCTION,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","444,321.78","444,321.78",0.00
305304,"MICHAEL BAKER, JR., INC.",OS,50115,26010,CDBG FUND,  4423304106,PENN AVENUE RECONSTRUCTION,58101,GRANTS,5088,03K.CDBG,"111,080.44","111,080.44",0.00
205055,SAI CONSULTING ENGINEERS INC,OS,43924,40011,CAPITAL PROJECTS - 2006 BOND,  4026736308,RECONSTRUCTION OF FORBES AVE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","1,563.16","1,563.16",0.00
205055,SAI CONSULTING ENGINEERS INC,OS,43924,40001,CAP PROJ - PROJ FUND,  4026736308,RECONSTRUCTION OF FORBES AVE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","6,252.66","6,252.66",0.00
205055,SAI CONSULTING ENGINEERS INC,OS,43924,40011,CAPITAL PROJECTS - 2006 BOND,  4026736308,RECONSTRUCTION OF FORBES AVE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","6,916.19",684.67,0.00
205055,SAI CONSULTING ENGINEERS INC,OS,43924,40001,CAP PROJ - PROJ FUND,  4026736308,RECONSTRUCTION OF FORBES AVE,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","27,664.78","27,664.78",0.00
327902,"STEPUSIN, JOHN R., DVM. D/B/A AFFORDABLE",OS,49187,11101,GENERAL FUND,      280000,PS - BUREAU OF ANIMAL CARE AND,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"6,000.00","6,000.00",0.00
62412,STANDARD HOLDING COMPANY,OS,49448,11101,GENERAL FUND,      230000,PS - POLICE BUREAU,54501,LAND & BUILDINGS,561950,RENT-WAREHOUSE,"2,669.06","2,669.06",0.00
332577,DASTON CORP.,OS,49254,40012,Project Fund-2012 Bond,  0225100310,INFORMATION SYSTEMS MODERN,53509,COMPUTER MAINTANACE,533220,COMPUTER MAINTENANCE,"210,180.00","210,180.00",0.00
325921,OPERATION SAFETY NET/MERCY LIFE CENTER,OS,50053,26020,EMERGENCY SHELTERS PROG TF,  1125015110,EMERGENCY SHELTER - 2011,58101,GRANTS,1637,HOMELESS PREVENTION,"160,905.00","160,905.00",0.00
55247,BLOOMFIELD CITIZENS COUNCIL,OS,50095,26010,CDBG FUND,  0229864080,BLOOMFIELD CITIZENS COUNCIL,58101,GRANTS,5100,05.CDBG,"5,000.00","5,000.00",0.00
55247,BLOOMFIELD CITIZENS COUNCIL,OS,50095,26010,CDBG FUND,  0229864080,BLOOMFIELD CITIZENS COUNCIL,58101,GRANTS,5100,05.CDBG,"5,000.00","5,000.00",0.00
55247,BLOOMFIELD CITIZENS COUNCIL,OS,50099,26010,CDBG FUND,  0129864110,BLOOMFIELD CITIZEN'S COUNCIL,58101,GRANTS,5100,05.CDBG,"4,000.00","4,000.00",0.00
55247,BLOOMFIELD CITIZENS COUNCIL,OS,50099,26010,CDBG FUND,  0129864110,BLOOMFIELD CITIZEN'S COUNCIL,58101,GRANTS,5100,05.CDBG,"4,000.00","4,000.00",0.00
55247,BLOOMFIELD CITIZENS COUNCIL,OS,50099,26010,CDBG FUND,  0129864110,BLOOMFIELD CITIZEN'S COUNCIL,58101,GRANTS,5100,05.CDBG,"2,000.00","2,000.00",0.00
324443,SHERWIN-WILLIAMS,OS,49061,40012,Project Fund-2012 Bond,  4022700312,BUILDING MAINTENANCE PROGRAM,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL",699.00,699.00,0.00
252358,STEINBERGER FLOORS INC,OS,49621,40012,Project Fund-2012 Bond,  0127100099,CITY CLERK'S OFFICE MODERNIZE,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","3,755.07","3,755.07",0.00
322195,"BEECH CONSTRUCTION, INC.",OS,48966,40011,CAPITAL PROJECTS - 2006 BOND,  4067389040,MCARDLE VIADUCT #1 CONSTRUCTIO,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","4,104.13","4,104.13",0.00
322195,"BEECH CONSTRUCTION, INC.",OS,48966,40001,CAP PROJ - PROJ FUND,  4067389040,MCARDLE VIADUCT #1 CONSTRUCTIO,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","247,838.53","247,838.53",0.00
322195,"BEECH CONSTRUCTION, INC.",OS,48966,40012,Project Fund-2012 Bond,  4067389040,MCARDLE VIADUCT #1 CONSTRUCTIO,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","148,057.34","148,057.34",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,49170,40012,Project Fund-2012 Bond,  1129400012,KING MELLON ARTWRK CONSERVATIO,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","6,017.34","6,017.34",0.00
169594,"WESTERN PARTNERS, LTD.",OS,42275,11101,GENERAL FUND,      121000,FINANCE - BPFAS,54501,LAND & BUILDINGS,561800,RENT-OFFICE,"115,441.67","115,441.67",0.00
173622,POISE FOUNDATION- HOPE FUND d/b/a,OS,50100,26010,CDBG FUND,  0123279120,POISE FOUNDATION- HOPE FUND,58101,GRANTS,5100,05.CDBG,"5,000.00","5,000.00",0.00
238135,PROVIDENCE CONNECTIONS/CHILD CARE CTR.,OS,50101,26010,CDBG FUND,  0129974120,PROVIDENCE CONNECTIONS/MEETIN,58101,GRANTS,5100,05.CDBG,"1,000.00","1,000.00",0.00
175311,"FRY, HEATHER, Ph. D.",OS,50119,11101,GENERAL FUND,      109000,PERSONNEL/CIVIL SERVICE,55301,EMPLOYMENT RELATED,5229,CONSULTING SERVICES,"4,050.00","3,510.00",0.00
63992,ZELENKOFSKE AXELROD LLC,OS,50120,11101,GENERAL FUND,      107000,FINANCE,53501,AUDITING & ACCOUNTING SERVICE,1704,AUDITING & ACCOUNTING SERVICES,"2,750.00","2,500.00",0.00
166007,PREVENTION POINT PITTSBURGH,OS,50114,26010,CDBG FUND,  0123289120,Prevention Point Pittsburgh,58101,GRANTS,5113,05M.CDBG,"2,000.00","2,000.00",0.00
176989,POISE FOUNDATION d/b/a EASTSIDE,OS,50125,26010,CDBG FUND,  0123279110,POISE FOUNDATION- HOPE FUND,58101,GRANTS,5100,05.CDBG,"10,000.00","10,000.00",0.00
119,WW GRAINGER INCORPORATED,OS,48768,40012,Project Fund-2012 Bond,  4024200009,POOL REHABILITATION,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL","2,244.00","2,244.00",0.00
5864,EAST ALLEGHENY COMMUNITY COUNCIL,OS,50126,26010,CDBG FUND,  0121330100,EAST ALLEGHENY COMMUNITY COUNC,58101,GRANTS,5100,05.CDBG,"5,000.00","5,000.00",0.00
5864,EAST ALLEGHENY COMMUNITY COUNCIL,OS,50126,26010,CDBG FUND,  0121330100,EAST ALLEGHENY COMMUNITY COUNC,58101,GRANTS,5100,05.CDBG,"3,000.00","3,000.00",0.00
5630,PENN LANDSCAPE & CEMENT WORK,OS,49434,40012,Project Fund-2012 Bond,  4024592012,TREE MAINTENANCE PROGRAM,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","21,801.00","21,801.00",0.00
98727,BRIGHTWOOD CIVIC GROUP,OS,50129,26010,CDBG FUND,  1121000120,COMMUNITY-BASED ORGANIZATION,58101,GRANTS,5146,18B.CDBG,"30,000.00","30,000.00",0.00
98727,BRIGHTWOOD CIVIC GROUP,OS,50129,26010,CDBG FUND,  1121000120,COMMUNITY-BASED ORGANIZATION,58101,GRANTS,5146,18B.CDBG,"5,000.00","5,000.00",0.00
98727,BRIGHTWOOD CIVIC GROUP,OS,50129,26010,CDBG FUND,  1121000120,COMMUNITY-BASED ORGANIZATION,58101,GRANTS,5146,18B.CDBG,"5,000.00","5,000.00",0.00
7265,FINEVIEW CITIZENS COUNCIL,OS,50130,26010,CDBG FUND,  1121000120,COMMUNITY-BASED ORGANIZATION,58101,GRANTS,5146,18B.CDBG,"25,000.00","25,000.00",0.00
7265,FINEVIEW CITIZENS COUNCIL,OS,50130,26010,CDBG FUND,  1121000120,COMMUNITY-BASED ORGANIZATION,58101,GRANTS,5146,18B.CDBG,"7,500.00","7,500.00",0.00
7265,FINEVIEW CITIZENS COUNCIL,OS,50130,26010,CDBG FUND,  1121000120,COMMUNITY-BASED ORGANIZATION,58101,GRANTS,5146,18B.CDBG,"2,000.00","2,000.00",0.00
165155,JEWISH COMMUNITY CTR.- SENIOR MEMBERSHIP,OS,50131,26010,CDBG FUND,  0121362070,JEWISH COMM CENTER,58101,GRANTS,5101,05A.CDBG,"1,647.00","1,647.00",0.00
165155,JEWISH COMMUNITY CTR.- SENIOR MEMBERSHIP,OS,50131,26010,CDBG FUND,  0121362070,JEWISH COMM CENTER,58101,GRANTS,5101,05A.CDBG,353.00,353.00,0.00
5026,BRASHEAR ASSOCIATION INC,OS,50132,26010,CDBG FUND,  0129755060,BRASHEAR ASSOCIATION,58101,GRANTS,5100,05.CDBG,"2,000.00","2,000.00",0.00
295988,UHL CONSTRUCTION COMPANY INCORPORATED,OS,47612,28004,ARAD-PARKS,  4024500012,PARK RECONSTRUCTION PROGRAM,54201,MAINTENANCE,1419,"MAINT. ,REPAIR &  OPERATIONAL","30,589.50","30,589.50",0.00
309527,ALLEGHENY COUNTY CONTROLLER,OS,48211,11101,GENERAL FUND,      121000,FINANCE - BPFAS,53901,PROFESSIONAL SERVICES - CONVER,526100,CITY/COUNTY PURCHASING AGRMNT,"50,000.00","50,000.00",0.00
177949,YOUTH OPPORTUNITIES DEVELOPMENT &,OS,50139,11101,GENERAL FUND,      210000,PS - ADMIN AND SUPPORT SERVICE,53529,PROTECTIVE / INVESTIGATION,49472,GOODWILL OF SW PA,"75,000.00","75,000.00",0.00
90641,RESPONSIBLE HOSPITALITY INSTITUTE,OS,50140,40013,2013 PAYGO,  1126748513,RESPONSIBLE HOSPITALITY,53901,PROFESSIONAL SERVICES - CONVER,5224,DCP PROFESSIONAL SERVICE,"100,000.00","100,000.00",0.00
310473,R & B CONTRACTING & EXCAVATION INC,OS,48880,40001,CAP PROJ - PROJ FUND,  4423910310,SLOPE FAILURE REMEDIATION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","43,825.53","43,825.53",0.00
324443,SHERWIN-WILLIAMS,OS,49061,40012,Project Fund-2012 Bond,  4022700312,BUILDING MAINTENANCE PROGRAM,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL",60.00,60.00,0.00
61671,MONTOUR INDUSTRIAL SUPPLY,OS,494936,40012,Project Fund-2012 Bond,  4024200009,POOL REHABILITATION,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL",674.44,674.44,0.00
159927,YESCO ELECTRICAL SUPPLY,OS,495015,40012,Project Fund-2012 Bond,  4022700311,BUILDING MAINTENANCE PROG,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL",265.36,0.00,0.00
79508,SCOTT ELECTRIC,OS,495293,40012,Project Fund-2012 Bond,  4022700312,BUILDING MAINTENANCE PROGRAM,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL","2,637.78","2,637.78",0.00
320459,SOF SURFACES INC,OS,495040,40012,Project Fund-2012 Bond,  4026746212,MANCHESTER FIELD,53701,REPAIRS,5083,03F.CDBG,"5,964.64","5,964.64",0.00
278617,"SSM INDUSTRIES, INC.",OS,49336,40012,Project Fund-2012 Bond,  4022700312,BUILDING MAINTENANCE PROGRAM,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL","8,966.13","8,966.13",0.00
10920,MAHER DUESSEL,OS,49128,11101,GENERAL FUND,      107000,FINANCE,53901,PROFESSIONAL SERVICES - CONVER,5071,CONSULTATION SERVICES,"178,260.00","168,260.00",0.00
199879,FIRST VEHICLE SERVICES,OS,48970,11101,GENERAL FUND,      121000,FINANCE - BPFAS,54201,MAINTENANCE,525100,MAINTENANCE,"448,126.50","448,126.50",0.00
199879,FIRST VEHICLE SERVICES,OS,48970,11101,GENERAL FUND,      121000,FINANCE - BPFAS,56501,PARTS,558700,REPAIRS-OUTSIDE-OTHER,"162,567.81","162,567.81",0.00
79508,SCOTT ELECTRIC,OS,495293,40012,Project Fund-2012 Bond,  4022700312,BUILDING MAINTENANCE PROGRAM,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL",615.48,615.48,0.00
302806,"EDGE PAINTING, L.L.C.",OS,47791,40012,Project Fund-2012 Bond,  4026745412,ACCOMANDO COMMUNITY CENTER,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","8,800.00","8,800.00",0.00
323330,SCHAEDLER YESCO DISTRIBUTION,OS,495306,40012,Project Fund-2012 Bond,  4022700312,BUILDING MAINTENANCE PROGRAM,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL",265.36,265.36,0.00
9149,LGA PARTNERS LP,OS,48831,28045,SCHENLEY PARK RINK TF,  4426739910,ARCHITECTURAL ENG SERV,54201,MAINTENANCE,525100,MAINTENANCE,"3,600.00","3,600.00",0.00
158596,TRUMBULL CORP.,OS,49827,40001,CAP PROJ - PROJ FUND,  4023305206,SOUTH HIGHLAND AVENUE BRIDGE,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","914,479.30","914,479.30",0.00
158596,TRUMBULL CORP.,OS,49827,40001,CAP PROJ - PROJ FUND,  4023305206,SOUTH HIGHLAND AVENUE BRIDGE,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","38,853.70",0.00,0.00
327902,"STEPUSIN, JOHN R., DVM. D/B/A AFFORDABLE",OS,49187,11101,GENERAL FUND,      280000,PS - BUREAU OF ANIMAL CARE AND,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"3,000.00","3,000.00",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,49170,29040,GRANTS FUND,  1129400012,KING MELLON ARTWRK CONSERVATIO,53901,PROFESSIONAL SERVICES - CONVER,5223,DCP PROFESSIONAL SERVICES,"1,632.00","1,632.00",0.00
169594,"WESTERN PARTNERS, LTD.",OS,42275,11101,GENERAL FUND,      121000,FINANCE - BPFAS,54501,LAND & BUILDINGS,561800,RENT-OFFICE,"115,441.67","115,441.67",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,49170,40012,Project Fund-2012 Bond,  1129400012,KING MELLON ARTWRK CONSERVATIO,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL",192.00,192.00,0.00
177922,"O'BRIEN, RULIS & BOCHICCHIO, L.L.C.",OS,50141,78170,VEBA-WORKERS' COMP,  9993817000,VEBA-WORKERS' COMP,52309,LEGAL - W/C,1633,WORKERS COMP,"300,000.00","300,000.00",0.00
319350,"MASSARO CM SERVICES, L.L.C.",OS,48616,40012,Project Fund-2012 Bond,  4026737410,FACILITIES MAINTENENCE PROGRAM,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","200,000.00","138,861.09",0.00
161028,A.G. MAURO CO.,OS,49665,40012,Project Fund-2012 Bond,  4424573303,LINCOLN PLACE REC. CENTER,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL","1,305.34","1,305.34",0.00
63925,CDM SMITH INC,OS,49551,40011,CAPITAL PROJECTS - 2006 BOND,  4026722207,CBD SIGNAL UPGRADES,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","26,503.74","26,503.74",0.00
302486,HITACHI DATA SYSTEMS CORPORATION,OS,47794,29040,GRANTS FUND,  2326744912,POLICE STATION SECURITY CAMERA,54513,MCHINERY & EQUIPMENTS,1456,"SECURITY EQUIPMENT, SYSTEMS AN","76,425.00","76,425.00",0.00
67328,URA OF PITTSBURGH,OS,50152,40012,Project Fund-2012 Bond,  8226728813,NEIGHBORHOOD BUSINESS AND ECON,53901,PROFESSIONAL SERVICES - CONVER,1167,CONSTRUCTION.DEMOLITION.DECONS,"500,000.00","500,000.00",0.00
67328,URA OF PITTSBURGH,OS,50152,40012,Project Fund-2012 Bond,  8226728813,NEIGHBORHOOD BUSINESS AND ECON,53901,PROFESSIONAL SERVICES - CONVER,1167,CONSTRUCTION.DEMOLITION.DECONS,"1,250,000.00","1,250,000.00",0.00
67328,URA OF PITTSBURGH,OS,50152,40012,Project Fund-2012 Bond,  8226728813,NEIGHBORHOOD BUSINESS AND ECON,53901,PROFESSIONAL SERVICES - CONVER,1167,CONSTRUCTION.DEMOLITION.DECONS,"1,585,000.00","1,585,000.00",0.00
126252,RBA GROUP,OS,42048,40001,CAP PROJ - PROJ FUND,  4423200104,FANCOURT STREET BRIDGE (TIP),53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","1,450.47","1,450.47",0.00
177017,EMSCHARTS,OS,50133,11101,GENERAL FUND,      220000,PS - EMERGENCY MED SERVICES,53509,COMPUTER MAINTANACE,5023,IMPLEMENTATION SUPPORT SERVIC,"2,000.00","1,407.00",0.00
312307,"UPMC BENEFITS MGMT. SVCS., INC. d/b/a",OS,48473,78170,VEBA-WORKERS' COMP,      999300,NONDEPARTMENTAL - PERSONNEL RE,52301,MEDICAL - W/C,1631,WORKERS COMP,"1,859,650.00","859,750.08",0.00
331538,POLISH HILL CIVIC ASSOCIATION,OS,49935,26010,CDBG FUND,  1121000120,COMMUNITY-BASED ORGANIZATION,58101,GRANTS,5146,18B.CDBG,"6,000.00","6,000.00",0.00
88196,COUNTY OF ALLEGHENY,OS,50142,26020,EMERGENCY SHELTERS PROG TF,  1125015110,EMERGENCY SHELTER - 2011,58101,GRANTS,1637,HOMELESS PREVENTION,"47,186.00","47,186.00",0.00
6078,GEORGE M. HALL CO.,OS,49798,40012,Project Fund-2012 Bond,  4022700312,BUILDING MAINTENANCE PROGRAM,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL",822.25,822.25,0.00
324443,SHERWIN-WILLIAMS,OS,49061,40012,Project Fund-2012 Bond,  4022700312,BUILDING MAINTENANCE PROGRAM,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL",251.35,251.35,0.00
334390,HOME DEPOT CREDIT SERVICES,OS,45753,40012,Project Fund-2012 Bond,  4022700312,BUILDING MAINTENANCE PROGRAM,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL",79.92,79.92,0.00
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",OS,48607,40001,CAP PROJ - PROJ FUND,  4045000100,PARK RECONSTRUCTION PROG - EC,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","67,935.00",0.00,0.00
199879,FIRST VEHICLE SERVICES,OS,48970,11101,GENERAL FUND,      121000,FINANCE - BPFAS,56501,PARTS,558700,REPAIRS-OUTSIDE-OTHER,"193,854.72","193,854.72",0.00
199879,FIRST VEHICLE SERVICES,OS,48970,11101,GENERAL FUND,      121000,FINANCE - BPFAS,54201,MAINTENANCE,525100,MAINTENANCE,"448,126.50","448,126.50",0.00
178829,POISE FOUNDATION- HOPE FUND d/b/a KUNTU,OS,50145,26010,CDBG FUND,  0123279110,POISE FOUNDATION- HOPE FUND,58101,GRANTS,5100,05.CDBG,"5,000.00",0.00,0.00
178861,LINCOLN PLACE PRESBYTERIAN CHURCH-,OS,50146,26010,CDBG FUND,  0123377120,LINCOLNPLACE PRESBYTERIAN CHUR,58101,GRANTS,5101,05A.CDBG,"2,500.00","2,500.00",0.00
179223,HILLTOP COMMUNITY CHILDREN'S CENTER,OS,50148,26010,CDBG FUND,  0121355110,HILLTOP COMM. CHILDREN'S CTR.,58101,GRANTS,5104,05D.CDBG,"2,000.00","2,000.00",0.00
179223,HILLTOP COMMUNITY CHILDREN'S CENTER,OS,50148,26010,CDBG FUND,  0121355110,HILLTOP COMM. CHILDREN'S CTR.,58101,GRANTS,5104,05D.CDBG,"2,000.00","2,000.00",0.00
320459,SOF SURFACES INC,OS,495040,40012,Project Fund-2012 Bond,  4026746212,MANCHESTER FIELD,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","27,368.28","27,368.28",0.00
102532,COSTA CONTRACTING INC.,OS,49682,40001,CAP PROJ - PROJ FUND,  4024500110,PARK RECONSTRUCTION PROG - EC,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","34,010.00","34,010.00",0.00
102532,COSTA CONTRACTING INC.,OS,49682,40012,Project Fund-2012 Bond,  4022006012,DISABLED & PUBLIC SIDEWALK PRO,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","17,502.86","17,502.86",0.00
231083,PLAYPOWER LT FARMINGTON INCORPORATED,OS,494961,40012,Project Fund-2012 Bond,  4024100212,PLAY AREA IMPROVEMENT,53701,REPAIRS,5083,03F.CDBG,"1,353.55","1,353.55",0.00
310722,JOHNSTONE SUPPLY,OS,494881,40012,Project Fund-2012 Bond,  4022700311,BUILDING MAINTENANCE PROG,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL","2,063.55","2,063.55",0.00
560,SONITROL SECURITY SYSTEMS,OS,48192,40012,Project Fund-2012 Bond,  4022700311,BUILDING MAINTENANCE PROG,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL","9,153.00","9,153.00",0.00
107576,"PLAVCHAK CONSTRUCTION CO., INC.",OS,48981,40012,Project Fund-2012 Bond,  4045000100,PARK RECONSTRUCTION PROG - EC,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL","9,102.92","9,102.92",0.00
1145,MACKIN ENGINEERING CO.,OS,48683,40012,Project Fund-2012 Bond,      410000,PW- BUREAU OF ADMINISTRATION,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","10,759.80",0.00,0.00
318905,"JEFF ZELL CONSULTANTS, INC.",OS,48606,40012,Project Fund-2012 Bond,  4026735912,CONSTRUCTION MANAGEMENT/INSPEC,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","10,759.80","10,759.80",0.00
321202,MOSHIER STUDIO,OS,48834,28004,ARAD-PARKS,  4026745712,Bob O'Connor Golf Course Clubh,53901,PROFESSIONAL SERVICES - CONVER,1195,CONSTRUCTION & RELATED SERVICE,"8,575.00","8,575.00",0.00
310722,JOHNSTONE SUPPLY,OS,494881,40012,Project Fund-2012 Bond,  4022700311,BUILDING MAINTENANCE PROG,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL","1,273.61","1,273.61",0.00
5229,BITTING RECREATION INC,OS,495007,40012,Project Fund-2012 Bond,  4024100212,PLAY AREA IMPROVEMENT,53701,REPAIRS,5083,03F.CDBG,"3,669.80","3,669.80",0.00
5229,BITTING RECREATION INC,OS,495007,40001,CAP PROJ - PROJ FUND,  4024100212,PLAY AREA IMPROVEMENT,53701,REPAIRS,5083,03F.CDBG,"12,494.20","8,678.58",0.00
78684,"I & Y CONSTRUCTION, LLC",OS,49671,40012,Project Fund-2012 Bond,  4026734810,BALL FIELD LIGHTING,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","10,128.79","10,128.79",0.00
7370,POWELL MECHANICAL,OS,48500,40012,Project Fund-2012 Bond,  0229500001,EECBG STIMULUS DOE,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","18,856.39","18,856.39",0.00
119,WW GRAINGER INCORPORATED,OS,48768,40012,Project Fund-2012 Bond,  4024200009,POOL REHABILITATION,53701,REPAIRS,1242,"MAINT. ,REPAIR &  OPERATIONAL","1,561.50","1,561.50",0.00
295988,UHL CONSTRUCTION COMPANY INCORPORATED,OS,47612,28004,ARAD-PARKS,  4024500012,PARK RECONSTRUCTION PROGRAM,54201,MAINTENANCE,1419,"MAINT. ,REPAIR &  OPERATIONAL",500.00,500.00,0.00
81009,"MS CONSULTANTS, INC.",OS,49638,29040,GRANTS FUND,  4467399110,ARCHITECTURAL ENGINEERING SERV,54205,ENGINEERING,1233,CONSTRUCTION & RELATED SERVICE,"88,062.26","88,062.26",0.00
76950,JCAB INC,OS,49490,26010,CDBG FUND,  4020060110,DISABLED & PUB SIDEWALK - EC,58101,GRANTS,5089,03L.CDBG,"5,198.25","5,198.25",0.00
30283,"PATH MASTER, INC.",OS,50104,26010,CDBG FUND,  4067420110,AUDIBLE TRAFFIC SIGNALS,58101,GRANTS,5077,03.CDBG,"4,560.00","4,560.00",0.00
67168,AMANI CHRISTIAN C.D.C.,OS,50188,26010,CDBG FUND,  0129932120,AMANI CHRISTION COMMUNITY DEVE,58101,GRANTS,5146,18B.CDBG,"2,000.00","2,000.00",0.00
67168,AMANI CHRISTIAN C.D.C.,OS,50188,26010,CDBG FUND,  0129932120,AMANI CHRISTION COMMUNITY DEVE,58101,GRANTS,5146,18B.CDBG,"5,000.00","5,000.00",0.00
295438,"CERIDIAN HCM, INC.",OS,42011,11101,GENERAL FUND,      109000,PERSONNEL/CIVIL SERVICE,53525,PAYROLL PROCESSING,523600,PAYROLL PROCESSING,"350,000.00","350,000.00",0.00
